"County","Latitude","Longitude","Datum","AQI"
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",37
"Albany",42.68075,-73.75733,"WGS84",67
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",43
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",71
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",40
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",39
"Albany",42.68075,-73.75733,"WGS84",45
"Albany",42.68075,-73.75733,"WGS84",42
"Albany",42.68075,-73.75733,"WGS84",49
"Albany",42.68075,-73.75733,"WGS84",20
"Albany",42.68075,-73.75733,"WGS84",41
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",43
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",37
"Albany",42.68075,-73.75733,"WGS84",45
"Albany",42.68075,-73.75733,"WGS84",47
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",41
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",36
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",17
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",36
"Albany",42.68075,-73.75733,"WGS84",37
"Albany",42.68075,-73.75733,"WGS84",48
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",50
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",36
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",40
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",40
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",11
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",20
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",43
"Albany",42.68075,-73.75733,"WGS84",42
"Albany",42.68075,-73.75733,"WGS84",41
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",21
"Albany",42.68075,-73.75733,"WGS84",21
"Albany",42.68075,-73.75733,"WGS84",35
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",42
"Albany",42.68075,-73.75733,"WGS84",41
"Albany",42.68075,-73.75733,"WGS84",49
"Albany",42.68075,-73.75733,"WGS84",42
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",35
"Albany",42.68075,-73.75733,"WGS84",32
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",38
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",34
"Albany",42.68075,-73.75733,"WGS84",45
"Albany",42.68075,-73.75733,"WGS84",20
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",36
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",20
"Albany",42.68075,-73.75733,"WGS84",11
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",40
"Albany",42.68075,-73.75733,"WGS84",37
"Albany",42.68075,-73.75733,"WGS84",45
"Albany",42.68075,-73.75733,"WGS84",44
"Albany",42.68075,-73.75733,"WGS84",36
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",27
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",14
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",23
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",21
"Albany",42.68075,-73.75733,"WGS84",22
"Albany",42.68075,-73.75733,"WGS84",21
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",17
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",19
"Albany",42.68075,-73.75733,"WGS84",16
"Albany",42.68075,-73.75733,"WGS84",26
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",30
"Albany",42.68075,-73.75733,"WGS84",25
"Albany",42.68075,-73.75733,"WGS84",28
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",14
"Albany",42.68075,-73.75733,"WGS84",18
"Albany",42.68075,-73.75733,"WGS84",11
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",35
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",21
"Albany",42.68075,-73.75733,"WGS84",29
"Albany",42.68075,-73.75733,"WGS84",31
"Albany",42.68075,-73.75733,"WGS84",24
"Albany",42.68075,-73.75733,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",7
"Bronx",40.816,-73.902,"WGS84",1
"Bronx",40.816,-73.902,"WGS84",22
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",16
"Bronx",40.816,-73.902,"WGS84",11
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",7
"Bronx",40.816,-73.902,"WGS84",8
"Bronx",40.816,-73.902,"WGS84",24
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",6
"Bronx",40.816,-73.902,"WGS84",4
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",24
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",16
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",23
"Bronx",40.816,-73.902,"WGS84",7
"Bronx",40.816,-73.902,"WGS84",7
"Bronx",40.816,-73.902,"WGS84",18
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",15
"Bronx",40.816,-73.902,"WGS84",18
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",7
"Bronx",40.816,-73.902,"WGS84",8
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",21
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",14
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",21
"Bronx",40.816,-73.902,"WGS84",10
"Bronx",40.816,-73.902,"WGS84",21
"Bronx",40.816,-73.902,"WGS84",24
"Bronx",40.816,-73.902,"WGS84",21
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",20
"Bronx",40.816,-73.902,"WGS84",13
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",20
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",24
"Bronx",40.816,-73.902,"WGS84",22
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",22
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",22
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",41
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",44
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",44
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",30
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",41
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",50
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",41
"Bronx",40.816,-73.902,"WGS84",41
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",23
"Bronx",40.816,-73.902,"WGS84",25
"Bronx",40.816,-73.902,"WGS84",14
"Bronx",40.816,-73.902,"WGS84",18
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",44
"Bronx",40.816,-73.902,"WGS84",42
"Bronx",40.816,-73.902,"WGS84",51
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",48
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",97
"Bronx",40.816,-73.902,"WGS84",46
"Bronx",40.816,-73.902,"WGS84",23
"Bronx",40.816,-73.902,"WGS84",48
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",18
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",42
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",42
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",64
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",41
"Bronx",40.816,-73.902,"WGS84",61
"Bronx",40.816,-73.902,"WGS84",35
"Bronx",40.816,-73.902,"WGS84",34
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",47
"Bronx",40.816,-73.902,"WGS84",67
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",18
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",29
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",23
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",77
"Bronx",40.816,-73.902,"WGS84",87
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",61
"Bronx",40.816,-73.902,"WGS84",93
"Bronx",40.816,-73.902,"WGS84",48
"Bronx",40.816,-73.902,"WGS84",31
"Bronx",40.816,-73.902,"WGS84",67
"Bronx",40.816,-73.902,"WGS84",48
"Bronx",40.816,-73.902,"WGS84",67
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",47
"Bronx",40.816,-73.902,"WGS84",93
"Bronx",40.816,-73.902,"WGS84",44
"Bronx",40.816,-73.902,"WGS84",48
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",47
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",77
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",58
"Bronx",40.816,-73.902,"WGS84",84
"Bronx",40.816,-73.902,"WGS84",40
"Bronx",40.816,-73.902,"WGS84",71
"Bronx",40.816,-73.902,"WGS84",37
"Bronx",40.816,-73.902,"WGS84",44
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",38
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",43
"Bronx",40.816,-73.902,"WGS84",51
"Bronx",40.816,-73.902,"WGS84",47
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",58
"Bronx",40.816,-73.902,"WGS84",49
"Bronx",40.816,-73.902,"WGS84",28
"Bronx",40.816,-73.902,"WGS84",49
"Bronx",40.816,-73.902,"WGS84",42
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",23
"Bronx",40.816,-73.902,"WGS84",24
"Bronx",40.816,-73.902,"WGS84",22
"Bronx",40.816,-73.902,"WGS84",47
"Bronx",40.816,-73.902,"WGS84",39
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",54
"Bronx",40.816,-73.902,"WGS84",33
"Bronx",40.816,-73.902,"WGS84",36
"Bronx",40.816,-73.902,"WGS84",32
"Bronx",40.816,-73.902,"WGS84",19
"Bronx",40.816,-73.902,"WGS84",26
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",27
"Bronx",40.816,-73.902,"WGS84",24
